age,sex,race,education,employment,income,avebooks,readprint,readaudio,readebook,borrowed,lib, bought, other, news, mags, total
60 to 70,Male,White,High school graduate,Employed full-time,$100k to under $150k,3,2,0,1,1,0,1,0,2,2,2
60 to 70,Male,White,High school graduate,Employed full-time,Unknown,6,4,0,0,0,0,3,1,4,3,4
60 to 70,Female,White,High school graduate,Not employed for pay,$10k to under $20k,3,1,0,0,1,0,1,0,2,1,2
60 to 70,Female,White,High school graduate,Not employed for pay,$20k to under $30k,0,1,0,0,0,0,0,1,2,1,2
60 to 70,Female,White,High school graduate,Not employed for pay,$50k to under $75k,1,1,1,1,0,0,1,0,2,0,2
60 to 70,Female,White,High school graduate,Not employed for pay,Unknown,12,2,1,1,0,1,1,0,2,2,2
60 to 70,Male,White,High school graduate,Disabled,$10k to under $20k,1,1,0,0,1,0,0,0,0,1,2
60 to 70,Female,White,College graduate,Retired,$10k to under $20k,73,2,0,0,1,0,0,1,2,1,2
60 to 70,Female,White,College graduate,Retired,$20k to under $30k,66,3,2,1,0,0,3,0,3,1,3
60 to 70,Female,White,College graduate,Retired,$30k to under $40k,35,1,0,0,0,0,1,0,0,1,1
60 to 70,Male,White,College graduate,Retired,$30k to under $40k,35,2,0,1,0,1,1,0,1,1,2
60 to 70,Female,White,College graduate,Retired,$40k to under $50k,21,6,1,1,2,1,3,0,4,5,6
60 to 70,Male,White,College graduate,Retired,$40k to under $50k,12,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,White,College graduate,Retired,$50k to under $75k,19,4,3,3,2,0,3,0,3,3,5
60 to 70,Male,White,College graduate,Retired,$50k to under $75k,4,2,0,0,0,0,2,0,2,2,2
60 to 70,Female,White,College graduate,Retired,$75k to under $100k,46,3,0,0,0,1,2,0,3,3,3
60 to 70,Male,White,College graduate,Retired,$75k to under $100k,20,8,1,5,0,1,7,0,9,7,9
60 to 70,Female,White,College graduate,Retired,$100k to under $150k,47,5,1,2,0,1,4,0,4,3,5
60 to 70,Male,White,College graduate,Retired,$100k to under $150k,21,4,2,3,0,1,4,0,5,3,6
60 to 70,Female,White,College graduate,Retired,Unknown,18,4,1,2,1,1,3,0,6,5,6
60 to 70,Male,White,College graduate,Have own business/self-employed,$100k to under $150k,3,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,White,College graduate,Employed part-time,$20k to under $30k,15,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,White,College graduate,Employed part-time,$40k to under $50k,45,1,1,0,1,0,0,0,1,1,1
60 to 70,Female,White,College graduate,Employed part-time,$50k to under $75k,97,1,0,1,0,0,1,0,1,1,1
60 to 70,Male,White,College graduate,Employed part-time,$50k to under $75k,50,1,0,1,0,0,1,0,0,1,1
60 to 70,Female,White,College graduate,Employed part-time,$75k to under $100k,5,1,0,0,1,0,0,0,0,0,1
60 to 70,Male,White,College graduate,Employed part-time,$75k to under $100k,25,1,0,0,0,0,1,0,1,0,1
60 to 70,Female,White,College graduate,Employed part-time,$100k to under $150k,13,4,1,0,0,0,4,0,4,3,4
60 to 70,Female,White,College graduate,Employed part-time,Unknown,4,2,1,1,0,1,1,0,2,2,2
60 to 70,Male,White,College graduate,Employed full-time,$20k to under $30k,30,1,0,0,0,0,1,0,0,1,1
60 to 70,Female,White,College graduate,Employed full-time,$40k to under $50k,10,1,0,1,0,0,1,0,1,0,1
60 to 70,Female,White,College graduate,Employed full-time,$50k to under $75k,69,3,2,2,0,1,2,0,2,3,3
60 to 70,Male,White,College graduate,Employed full-time,$50k to under $75k,12,1,0,0,0,0,1,0,0,1,1
60 to 70,Female,White,College graduate,Employed full-time,$75k to under $100k,38,3,0,1,1,1,1,0,3,2,3
60 to 70,Male,White,College graduate,Employed full-time,$75k to under $100k,12,1,0,1,0,0,0,1,2,1,2
60 to 70,Female,White,College graduate,Employed full-time,$100k to under $150k,55,3,2,2,0,0,3,0,2,2,3
60 to 70,Male,White,College graduate,Employed full-time,$100k to under $150k,24,9,4,3,1,0,7,2,8,7,10
60 to 70,Female,White,College graduate,Not employed for pay,$50k to under $75k,6,1,0,0,0,1,0,0,1,1,1
60 to 70,Female,White,College graduate,Not employed for pay,Unknown,4,1,0,0,1,0,0,0,1,1,1
60 to 70,Female,White,College graduate,Other,$50k to under $75k,37,1,1,1,0,0,1,0,0,0,1
60 to 70,Male,White,College graduate,Disabled,$10k to under $20k,2,1,0,0,0,0,1,0,0,0,1
60 to 70,Female,White,College graduate,Disabled,$40k to under $50k,15,1,0,0,0,0,1,0,1,0,1
60 to 70,Female,White,Some college,Retired,Less than $10k,97,1,0,0,1,0,0,0,1,1,1
60 to 70,Female,White,Some college,Retired,$10k to under $20k,38,2,0,0,2,0,0,0,2,0,2
60 to 70,Male,White,Some college,Retired,$10k to under $20k,8,2,0,1,0,1,1,0,1,1,3
60 to 70,Female,White,Some college,Retired,$20k to under $30k,40,3,0,0,0,2,1,0,2,2,3
60 to 70,Male,White,Some college,Retired,$20k to under $30k,3,1,1,1,0,1,1,0,2,1,3
60 to 70,Female,White,Some college,Retired,$30k to under $40k,28,3,0,0,0,0,2,1,3,4,4
60 to 70,Male,White,Some college,Retired,$30k to under $40k,7,3,1,1,0,0,2,1,3,0,3
60 to 70,Female,White,Some college,Retired,$40k to under $50k,28,6,1,2,1,0,5,0,5,3,6
60 to 70,Male,White,Some college,Retired,$40k to under $50k,6,2,0,1,0,1,0,1,2,0,3
60 to 70,Female,White,Some college,Retired,$50k to under $75k,35,5,0,1,0,2,3,0,5,4,5
60 to 70,Male,White,Some college,Retired,$50k to under $75k,7,2,0,0,0,0,2,0,2,1,2
60 to 70,Female,White,Some college,Retired,$75k to under $100k,34,4,1,3,1,1,2,0,2,1,4
60 to 70,Male,White,Some college,Retired,$75k to under $100k,1,1,0,0,0,0,0,1,1,0,1
60 to 70,Female,White,Some college,Retired,$100k to under $150k,28,5,0,3,0,2,3,0,3,2,5
60 to 70,Male,White,Some college,Retired,$100k to under $150k,24,3,1,0,1,0,1,1,3,2,3
60 to 70,Female,White,Some college,Retired,Unknown,22,3,1,0,0,0,2,1,4,3,5
60 to 70,Male,White,Some college,Retired,Unknown,48,1,0,0,0,1,0,0,2,1,2
60 to 70,Female,White,Some college,Have own business/self-employed,$100k to under $150k,15,2,1,1,0,0,2,0,1,2,2
60 to 70,Male,White,Some college,Employed part-time,$20k to under $30k,1,1,0,0,0,0,1,0,0,1,1
60 to 70,Female,White,Some college,Employed part-time,$30k to under $40k,3,1,0,1,0,0,1,0,0,0,1
60 to 70,Female,White,Some college,Employed part-time,$40k to under $50k,50,2,1,1,0,0,1,1,2,2,2
60 to 70,Female,White,Some college,Employed part-time,$50k to under $75k,25,1,1,0,1,0,0,0,0,0,1
60 to 70,Male,White,Some college,Employed part-time,$50k to under $75k,6,1,0,1,0,0,1,1,1,1,2
60 to 70,Male,White,Some college,Employed part-time,$75k to under $100k,24,1,1,0,0,0,1,0,1,1,1
60 to 70,Female,White,Some college,Employed part-time,$100k to under $150k,11,2,1,1,2,0,0,0,1,2,2
60 to 70,Male,White,Some college,Employed part-time,$100k to under $150k,5,1,1,1,0,0,1,0,1,0,1
60 to 70,Female,White,Some college,Employed full-time,$10k to under $20k,1,1,0,0,0,0,1,0,0,1,1
60 to 70,Female,White,Some college,Employed full-time,$30k to under $40k,15,4,1,0,1,2,1,0,1,3,4
60 to 70,Male,White,Some college,Employed full-time,$30k to under $40k,4,1,0,0,0,0,1,0,0,0,1
60 to 70,Female,White,Some college,Employed full-time,$40k to under $50k,12,3,1,0,2,1,0,0,3,2,3
60 to 70,Male,White,Some college,Employed full-time,$40k to under $50k,2,1,0,0,1,0,0,0,0,0,1
60 to 70,Female,White,Some college,Employed full-time,$50k to under $75k,38,5,0,2,1,0,4,0,5,3,5
60 to 70,Male,White,Some college,Employed full-time,$50k to under $75k,35,2,1,1,1,0,1,0,2,1,2
60 to 70,Female,White,Some college,Employed full-time,$75k to under $100k,36,1,0,0,1,0,0,0,0,0,1
60 to 70,Male,White,Some college,Employed full-time,$75k to under $100k,2,1,1,1,1,0,2,0,3,2,3
60 to 70,Female,White,Some college,Employed full-time,$100k to under $150k,75,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,White,Some college,Employed full-time,$100k to under $150k,18,3,0,0,0,0,1,2,1,1,3
60 to 70,Female,White,Some college,Employed full-time,Unknown,15,2,0,0,1,0,0,1,1,1,2
60 to 70,Female,White,Some college,Not employed for pay,Less than $10k,6,1,0,0,1,0,0,0,1,1,1
60 to 70,Female,White,Some college,Not employed for pay,$30k to under $40k,2,1,0,0,1,0,0,0,0,0,1
60 to 70,Female,White,Some college,Not employed for pay,Unknown,48,1,0,0,0,0,1,0,1,0,1
60 to 70,Male,White,Some college,Disabled,$10k to under $20k,2,1,0,0,1,0,0,0,0,0,1
60 to 70,Male,White,Some college,Disabled,$30k to under $40k,4,2,0,0,2,0,0,0,2,0,2
60 to 70,Female,White,Some college,Disabled,$100k to under $150k,2,1,0,0,1,0,0,0,1,0,1
60 to 70,Female,White,Some college,Disabled,Unknown,4,1,0,0,1,0,0,0,1,1,1
60 to 70,Female,White,Post-graduate training/professional school,Retired,$20k to under $30k,97,2,0,0,0,0,2,0,1,0,2
60 to 70,Male,White,Post-graduate training/professional school,Retired,$20k to under $30k,6,1,0,1,0,0,1,0,0,1,1
60 to 70,Female,White,Post-graduate training/professional school,Retired,$30k to under $40k,32,2,0,0,0,0,2,0,1,1,2
60 to 70,Male,White,Post-graduate training/professional school,Retired,$30k to under $40k,54,2,0,0,1,0,1,0,2,1,2
60 to 70,Female,White,Post-graduate training/professional school,Retired,$40k to under $50k,15,3,1,2,0,2,1,0,1,3,3
60 to 70,Male,White,Post-graduate training/professional school,Retired,$40k to under $50k,24,1,0,1,0,0,1,0,1,1,1
60 to 70,Female,White,Post-graduate training/professional school,Retired,$50k to under $75k,34,7,4,3,1,1,4,1,4,6,7
60 to 70,Male,White,Post-graduate training/professional school,Retired,$50k to under $75k,21,2,1,2,0,0,2,1,3,3,3
60 to 70,Female,White,Post-graduate training/professional school,Retired,$75k to under $100k,44,3,1,3,0,0,3,0,3,3,3
60 to 70,Male,White,Post-graduate training/professional school,Retired,$75k to under $100k,34,6,1,2,2,0,4,0,6,5,6
60 to 70,Female,White,Post-graduate training/professional school,Retired,$100k to under $150k,26,5,1,3,1,1,4,0,6,6,6
60 to 70,Male,White,Post-graduate training/professional school,Retired,$100k to under $150k,47,8,4,5,2,0,8,0,8,8,10
60 to 70,Female,White,Post-graduate training/professional school,Retired,Unknown,50,3,0,0,0,1,2,0,3,1,3
60 to 70,Male,White,Post-graduate training/professional school,Retired,Unknown,21,4,0,1,0,2,2,0,2,3,4
60 to 70,Female,White,Post-graduate training/professional school,Employed part-time,$30k to under $40k,20,1,1,1,0,0,1,0,1,0,1
60 to 70,Male,White,Post-graduate training/professional school,Employed part-time,$30k to under $40k,12,1,1,0,1,0,0,0,1,1,1
60 to 70,Female,White,Post-graduate training/professional school,Employed part-time,$50k to under $75k,18,4,0,1,1,1,2,0,4,3,4
60 to 70,Female,White,Post-graduate training/professional school,Employed part-time,$75k to under $100k,24,1,1,1,0,0,0,1,0,0,1
60 to 70,Male,White,Post-graduate training/professional school,Employed part-time,$75k to under $100k,1,1,0,1,1,0,0,0,1,1,1
60 to 70,Female,White,Post-graduate training/professional school,Employed part-time,$100k to under $150k,20,2,1,1,1,0,2,0,2,2,3
60 to 70,Male,White,Post-graduate training/professional school,Employed part-time,$100k to under $150k,33,2,0,3,0,0,2,1,3,3,3
60 to 70,Female,White,Post-graduate training/professional school,Employed part-time,Unknown,20,1,1,0,0,1,0,0,1,1,1
60 to 70,Male,White,Post-graduate training/professional school,Employed part-time,Unknown,21,2,0,0,1,1,0,0,1,2,2
60 to 70,Female,White,Post-graduate training/professional school,Employed full-time,$10k to under $20k,3,0,0,0,1,0,0,0,0,0,1
60 to 70,Female,White,Post-graduate training/professional school,Employed full-time,$40k to under $50k,20,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,White,Post-graduate training/professional school,Employed full-time,$40k to under $50k,4,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,White,Post-graduate training/professional school,Employed full-time,$50k to under $75k,54,2,0,1,0,2,0,0,1,2,2
60 to 70,Male,White,Post-graduate training/professional school,Employed full-time,$50k to under $75k,32,2,0,1,1,0,1,0,1,2,2
60 to 70,Female,White,Post-graduate training/professional school,Employed full-time,$75k to under $100k,7,4,2,1,1,0,3,0,3,2,4
60 to 70,Male,White,Post-graduate training/professional school,Employed full-time,$75k to under $100k,11,2,0,1,1,1,0,0,2,2,2
60 to 70,Female,White,Post-graduate training/professional school,Employed full-time,$100k to under $150k,21,7,4,5,0,2,5,0,6,4,7
60 to 70,Male,White,Post-graduate training/professional school,Employed full-time,$100k to under $150k,19,10,2,10,0,0,9,2,10,9,12
60 to 70,Female,White,Post-graduate training/professional school,Employed full-time,Unknown,19,5,2,2,1,1,3,0,4,3,5
60 to 70,Male,White,Post-graduate training/professional school,Employed full-time,Unknown,41,3,1,3,1,1,1,0,3,2,3
60 to 70,Female,White,Post-graduate training/professional school,Not employed for pay,$100k to under $150k,18,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,White,Post-graduate training/professional school,Other,$100k to under $150k,10,1,0,1,0,0,1,0,1,1,1
60 to 70,Female,White,Post-graduate training/professional school,Disabled,$30k to under $40k,3,1,0,0,0,0,0,1,0,0,1
60 to 70,Female,White,Technical/trade/vocational school,Retired,$20k to under $30k,2,1,0,0,0,0,1,0,2,1,2
60 to 70,Male,White,Technical/trade/vocational school,Retired,$30k to under $40k,1,1,0,0,1,0,0,0,1,0,1
60 to 70,Male,White,Technical/trade/vocational school,Employed part-time,$50k to under $75k,50,1,0,0,0,0,1,0,0,1,1
60 to 70,Male,White,Technical/trade/vocational school,Employed full-time,$75k to under $100k,2,0,0,0,1,0,0,0,1,1,1
60 to 70,Female,White,None,Employed full-time,$100k to under $150k,50,0,0,0,0,0,1,0,1,0,1
60 to 70,Female,White,None,Not employed for pay,Less than $10k,1,1,0,0,0,0,1,0,0,0,1
60 to 70,Male,White,None,Other,$100k to under $150k,3,1,0,0,0,0,0,1,0,0,1
60 to 70,Female,Black or African-American,High school incomplete,Retired,$50k to under $75k,3,0,0,0,1,0,0,0,1,1,1
60 to 70,Male,Black or African-American,High school graduate,Retired,Less than $10k,2,1,0,0,1,0,0,0,1,0,2
60 to 70,Female,Black or African-American,High school graduate,Retired,$10k to under $20k,1,1,0,1,0,0,1,0,1,0,2
60 to 70,Male,Black or African-American,High school graduate,Retired,$30k to under $40k,3,0,0,0,0,0,0,1,2,0,2
60 to 70,Female,Black or African-American,High school graduate,Employed part-time,$75k to under $100k,3,1,0,0,1,0,0,0,0,1,1
60 to 70,Female,Black or African-American,High school graduate,Not employed for pay,$100k to under $150k,1,1,0,0,0,1,0,0,1,1,2
60 to 70,Female,Black or African-American,High school graduate,Disabled,$20k to under $30k,5,1,0,0,1,0,0,0,1,1,1
60 to 70,Female,Black or African-American,High school graduate,Disabled,$100k to under $150k,1,1,0,0,0,0,0,1,1,0,1
60 to 70,Male,Black or African-American,College graduate,Retired,$30k to under $40k,24,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,Black or African-American,College graduate,Retired,$100k to under $150k,97,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,Black or African-American,College graduate,Employed full-time,$50k to under $75k,5,0,0,1,0,0,0,1,1,1,1
60 to 70,Male,Black or African-American,Some college,Retired,$20k to under $30k,7,2,0,0,1,0,1,0,1,1,2
60 to 70,Male,Black or African-American,Some college,Retired,$30k to under $40k,5,1,1,0,0,0,1,0,1,1,1
60 to 70,Female,Black or African-American,Some college,Retired,$50k to under $75k,10,1,1,1,0,0,1,0,0,1,1
60 to 70,Female,Black or African-American,Some college,Retired,Unknown,7,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,Black or African-American,Some college,Employed full-time,$50k to under $75k,97,1,0,0,0,1,0,0,1,0,1
60 to 70,Female,Black or African-American,Post-graduate training/professional school,Retired,$20k to under $30k,12,1,0,0,0,0,0,1,0,0,1
60 to 70,Female,Black or African-American,Post-graduate training/professional school,Retired,$50k to under $75k,30,1,1,1,0,0,1,0,1,1,1
60 to 70,Female,Black or African-American,Post-graduate training/professional school,Employed full-time,$40k to under $50k,50,1,1,1,0,0,0,1,0,0,1
60 to 70,Male,Black or African-American,Post-graduate training/professional school,Employed full-time,$40k to under $50k,20,1,1,0,0,0,1,0,1,1,1
60 to 70,Male,Black or African-American,Post-graduate training/professional school,Employed full-time,Unknown,12,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,Black or African-American,Technical/trade/vocational school,Retired,$20k to under $30k,2,1,0,0,1,0,0,0,1,0,1
60 to 70,Male,Black or African-American,Technical/trade/vocational school,Retired,Unknown,12,1,0,1,0,0,1,0,1,1,1
60 to 70,Male,Black or African-American,None,Disabled,$100k to under $150k,1,0,0,0,1,0,0,0,0,0,1
60 to 70,Female,Mixed race,High school incomplete,Employed full-time,$100k to under $150k,4,1,1,1,0,1,0,0,1,1,1
60 to 70,Male,Mixed race,College graduate,Retired,Less than $10k,15,1,0,0,0,0,1,0,1,0,1
60 to 70,Female,Mixed race,College graduate,Retired,$40k to under $50k,5,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,Mixed race,College graduate,Not employed for pay,Less than $10k,1,1,0,0,1,0,0,0,1,0,1
60 to 70,Female,Mixed race,Some college,Retired,Unknown,1,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,Mixed race,Some college,Employed full-time,$75k to under $100k,1,1,0,0,0,0,1,0,0,0,1
60 to 70,Female,Unknown,High school graduate,Retired,Unknown,9,1,0,0,0,0,1,0,1,0,1
60 to 70,Male,Unknown,College graduate,Retired,$20k to under $30k,97,1,0,1,0,0,1,0,0,1,1
60 to 70,Male,Unknown,College graduate,Employed part-time,$100k to under $150k,50,1,0,0,0,0,0,1,1,0,1
60 to 70,Male,Unknown,Some college,Retired,$50k to under $75k,1,1,0,0,0,0,1,0,1,0,1
60 to 70,Male,Unknown,Some college,Employed full-time,Unknown,10,1,0,0,0,0,1,0,1,0,1
60 to 70,Male,Unknown,Post-graduate training/professional school,Retired,$50k to under $75k,6,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,Unknown,Post-graduate training/professional school,Retired,Unknown,40,1,0,1,1,0,0,0,1,0,1
60 to 70,Female,Unknown,Post-graduate training/professional school,Employed full-time,$75k to under $100k,15,1,0,0,0,1,0,0,1,1,1
60 to 70,Female,Unknown,Unknown,Other,Unknown,7,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,Native American/American Indian,High school graduate,Retired,$10k to under $20k,2,1,0,0,0,0,1,0,1,0,1
60 to 70,Male,Native American/American Indian,College graduate,Retired,$40k to under $50k,15,1,1,0,0,0,0,1,0,0,1
60 to 70,Female,Native American/American Indian,Some college,Retired,$50k to under $75k,96,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,Native American/American Indian,Some college,Retired,$100k to under $150k,4,1,0,0,0,0,1,0,1,0,1
60 to 70,Male,Native American/American Indian,Some college,Employed full-time,$100k to under $150k,3,1,0,0,1,0,0,0,1,1,1
60 to 70,Male,Native American/American Indian,Post-graduate training/professional school,Retired,Unknown,9,2,0,0,0,0,2,0,2,0,2
60 to 70,Female,Asian or Pacific Islander,High school graduate,Not employed for pay,$30k to under $40k,4,1,0,0,1,0,0,0,0,1,1
60 to 70,Male,Asian or Pacific Islander,College graduate,Retired,$75k to under $100k,3,1,0,0,1,0,0,0,0,1,1
60 to 70,Female,Asian or Pacific Islander,College graduate,Employed full-time,$50k to under $75k,7,0,0,1,0,0,1,0,1,0,1
60 to 70,Female,Other,High school incomplete,Employed part-time,Unknown,15,1,0,0,0,0,1,0,1,1,1
60 to 70,Male,Other,High school graduate,Retired,Less than $10k,6,1,0,0,0,0,1,0,1,0,1
60 to 70,Female,Other,College graduate,Employed full-time,$30k to under $40k,4,1,0,0,0,0,0,1,1,0,1
60 to 70,Male,Other,College graduate,Employed full-time,$100k to under $150k,12,1,0,0,0,0,1,0,1,1,1
60 to 70,Female,Other,Some college,Retired,Unknown,10,0,0,0,0,0,1,0,0,0,1
71 to 93,Male,White,High school incomplete,Retired,Less than $10k,15,1,0,0,1,0,0,0,1,0,1
71 to 93,Female,White,High school incomplete,Retired,$20k to under $30k,5,1,0,0,0,0,0,1,1,1,1
71 to 93,Male,White,High school incomplete,Retired,$50k to under $75k,40,1,0,0,1,0,0,0,1,1,1
71 to 93,Female,White,High school incomplete,Retired,$100k to under $150k,4,1,0,0,0,0,0,1,1,0,2
71 to 93,Female,White,High school incomplete,Retired,Unknown,1,2,0,0,1,0,0,1,0,0,2
71 to 93,Male,White,High school incomplete,Retired,Unknown,1,1,0,0,0,0,0,1,0,1,2
71 to 93,Female,White,High school incomplete,Not employed for pay,$10k to under $20k,3,1,0,1,0,0,0,1,1,0,1
71 to 93,Female,White,High school incomplete,Not employed for pay,$30k to under $40k,16,1,0,0,0,0,1,0,1,1,1
71 to 93,Female,White,High school graduate,Retired,Less than $10k,0,1,0,0,0,0,1,0,2,1,3
71 to 93,Female,White,High school graduate,Retired,$10k to under $20k,5,5,1,1,3,0,2,1,9,6,10
71 to 93,Male,White,High school graduate,Retired,$10k to under $20k,11,5,1,0,1,2,1,1,5,2,6
71 to 93,Female,White,High school graduate,Retired,$20k to under $30k,5,6,0,0,1,1,2,3,5,4,8
71 to 93,Female,White,High school graduate,Retired,$30k to under $40k,13,4,1,0,2,0,2,0,4,3,6
71 to 93,Male,White,High school graduate,Retired,$30k to under $40k,1,1,0,0,0,0,1,1,4,1,4
71 to 93,Female,White,High school graduate,Retired,$40k to under $50k,21,4,0,2,1,2,1,0,3,2,4
71 to 93,Male,White,High school graduate,Retired,$40k to under $50k,3,1,1,0,0,1,0,0,1,1,1
71 to 93,Female,White,High school graduate,Retired,$50k to under $75k,6,1,0,0,1,0,0,0,1,0,1
71 to 93,Male,White,High school graduate,Retired,$50k to under $75k,18,2,0,1,0,0,2,0,2,1,2
71 to 93,Female,White,High school graduate,Retired,$100k to under $150k,13,5,0,0,1,2,0,2,5,3,10
71 to 93,Male,White,High school graduate,Retired,$100k to under $150k,6,1,0,1,0,0,1,0,1,1,1
71 to 93,Female,White,High school graduate,Retired,Unknown,8,10,0,1,6,2,2,0,12,7,16
71 to 93,Male,White,High school graduate,Retired,Unknown,29,2,0,0,0,2,0,1,5,1,5
71 to 93,Female,White,High school graduate,Employed part-time,$30k to under $40k,15,1,0,0,0,0,0,1,1,1,1
71 to 93,Male,White,High school graduate,Employed part-time,$50k to under $75k,12,1,0,0,0,1,0,0,1,1,1
71 to 93,Male,White,High school graduate,Employed part-time,$75k to under $100k,12,1,0,1,0,0,1,0,1,1,1
71 to 93,Female,White,High school graduate,Employed part-time,Unknown,6,1,0,0,0,1,0,0,1,1,1
71 to 93,Female,White,High school graduate,Employed full-time,$10k to under $20k,50,1,0,0,0,1,0,0,1,1,1
71 to 93,Female,White,High school graduate,Not employed for pay,Less than $10k,10,1,0,0,0,0,1,0,1,1,1
71 to 93,Female,White,High school graduate,Not employed for pay,$10k to under $20k,60,2,0,0,0,1,1,0,1,0,2
71 to 93,Female,White,High school graduate,Not employed for pay,$50k to under $75k,1,1,0,0,0,0,1,0,1,1,1
71 to 93,Female,White,High school graduate,Not employed for pay,$100k to under $150k,4,0,0,0,1,0,0,0,1,1,1
71 to 93,Female,White,High school graduate,Not employed for pay,Unknown,97,1,0,1,0,0,1,0,0,0,1
71 to 93,Female,White,High school graduate,Other,$20k to under $30k,97,1,0,0,0,1,0,0,0,0,1
71 to 93,Female,White,College graduate,Retired,$20k to under $30k,37,2,1,0,0,0,2,0,2,2,2
71 to 93,Male,White,College graduate,Retired,$20k to under $30k,15,1,0,0,1,0,0,0,1,0,1
71 to 93,Female,White,College graduate,Retired,$30k to under $40k,16,3,2,0,1,1,1,0,3,3,3
71 to 93,Male,White,College graduate,Retired,$30k to under $40k,8,2,1,0,1,1,0,0,2,2,2
71 to 93,Female,White,College graduate,Retired,$40k to under $50k,20,2,1,2,1,1,1,0,3,3,3
71 to 93,Female,White,College graduate,Retired,$50k to under $75k,7,4,1,2,1,1,1,1,4,3,5
71 to 93,Male,White,College graduate,Retired,$50k to under $75k,63,2,0,1,0,1,1,0,2,1,2
71 to 93,Female,White,College graduate,Retired,$75k to under $100k,1,1,0,0,1,0,0,0,1,1,1
71 to 93,Male,White,College graduate,Retired,$75k to under $100k,30,1,0,1,1,0,0,0,1,1,1
71 to 93,Female,White,College graduate,Retired,$100k to under $150k,19,3,0,0,2,0,1,0,2,2,3
71 to 93,Male,White,College graduate,Retired,$100k to under $150k,41,3,1,1,0,1,2,0,3,2,3
71 to 93,Female,White,College graduate,Retired,Unknown,19,5,1,3,1,1,3,1,6,5,6
71 to 93,Male,White,College graduate,Retired,Unknown,7,6,0,1,2,1,2,2,6,3,7
71 to 93,Female,White,College graduate,Have own business/self-employed,$75k to under $100k,2,1,0,0,0,0,1,0,0,1,1
71 to 93,Female,White,College graduate,Employed part-time,$30k to under $40k,75,1,0,0,0,0,1,0,1,1,1
71 to 93,Male,White,College graduate,Employed part-time,$50k to under $75k,24,1,0,0,0,1,0,0,1,1,1
71 to 93,Male,White,College graduate,Employed part-time,$75k to under $100k,1,1,0,0,1,0,0,0,1,1,1
71 to 93,Female,White,College graduate,Employed part-time,Unknown,36,1,0,0,1,0,0,0,1,1,1
71 to 93,Female,White,College graduate,Employed full-time,$50k to under $75k,20,1,0,1,0,0,0,1,1,1,1
71 to 93,Female,White,College graduate,Not employed for pay,$50k to under $75k,97,1,0,1,0,1,0,0,1,1,1
71 to 93,Female,White,College graduate,Not employed for pay,$75k to under $100k,75,1,1,0,0,1,0,0,1,1,1
71 to 93,Female,White,Some college,Retired,Less than $10k,3,1,0,0,1,0,0,0,0,1,1
71 to 93,Female,White,Some college,Retired,$10k to under $20k,40,3,0,0,1,1,0,1,2,0,3
71 to 93,Male,White,Some college,Retired,$10k to under $20k,5,1,0,0,0,0,0,1,1,0,1
71 to 93,Female,White,Some college,Retired,$20k to under $30k,17,5,1,0,1,3,1,0,6,3,6
71 to 93,Female,White,Some college,Retired,$30k to under $40k,61,3,1,0,0,1,2,0,3,3,3
71 to 93,Female,White,Some college,Retired,$40k to under $50k,12,0,1,1,0,0,0,1,0,1,1
71 to 93,Male,White,Some college,Retired,$40k to under $50k,5,1,0,0,1,0,0,0,0,1,1
71 to 93,Female,White,Some college,Retired,$50k to under $75k,43,2,0,0,0,0,2,0,1,2,2
71 to 93,Male,White,Some college,Retired,$50k to under $75k,2,3,0,0,2,0,1,0,3,2,3
71 to 93,Female,White,Some college,Retired,$75k to under $100k,97,1,0,0,0,0,1,0,1,1,1
71 to 93,Male,White,Some college,Retired,$75k to under $100k,4,1,0,0,0,0,1,0,1,1,2
71 to 93,Female,White,Some college,Retired,$100k to under $150k,32,2,0,0,1,0,0,1,2,2,3
71 to 93,Male,White,Some college,Retired,$100k to under $150k,3,1,1,0,0,0,1,0,1,1,1
71 to 93,Female,White,Some college,Retired,Unknown,7,5,1,1,0,2,3,0,5,5,7
71 to 93,Male,White,Some college,Retired,Unknown,12,1,0,0,0,0,1,0,1,1,1
71 to 93,Male,White,Some college,Have own business/self-employed,$30k to under $40k,15,1,1,1,0,0,0,1,1,1,1
71 to 93,Female,White,Some college,Employed part-time,$30k to under $40k,26,2,0,1,0,0,1,1,2,2,2
71 to 93,Male,White,Some college,Employed part-time,$75k to under $100k,18,1,1,1,0,0,1,0,1,0,1
71 to 93,Male,White,Some college,Not employed for pay,$75k to under $100k,4,1,0,0,0,0,1,0,0,0,1
